New_Task_ID,Original_Task,Input_Transformation,Output_Transformation
a1820007,6ecd11f4.json,reflect_horizontal,reflect_horizontal
ffcb9d21,6f8cd79b.json,reflect_horizontal,reflect_vertical
da889a56,6fa7a44f.json,reflect_vertical,reflect_horizontal
ad69538d,7447852a.json,reflect_horizontal,reflect_horizontal
688e2203,7468f01a.json,reflect_horizontal,reflect_horizontal
d0a368d6,746b3537.json,reflect_vertical,reflect_vertical
ffd8ceff,74dd1130.json,reflect_vertical,reflect_horizontal
d25adae1,75b8110e.json,reflect_horizontal,reflect_horizontal
0c315230,760b3cac.json,reflect_horizontal,reflect_horizontal
662a8415,77fdfe62.json,reflect_horizontal,reflect_vertical
981a6d7e,780d0b14.json,reflect_vertical,reflect_horizontal
fce9f5ac,7837ac64.json,reflect_vertical,reflect_horizontal
162acd53,794b24be.json,reflect_vertical,reflect_horizontal
d20a013f,7b7f7511.json,reflect_vertical,reflect_vertical
b6104a13,7c008303.json,reflect_vertical,reflect_horizontal
47e179ef,7ddcd7ec.json,reflect_horizontal,reflect_horizontal
d3a532a4,7e0986d6.json,reflect_horizontal,reflect_vertical
b9b38058,7f4411dc.json,reflect_vertical,reflect_horizontal
91776f44,7fe24cdd.json,reflect_vertical,reflect_vertical
5b16183e,810b9b61.json,reflect_vertical,reflect_vertical
db1e4367,82819916.json,reflect_vertical,reflect_horizontal
1e3bf778,834ec97d.json,reflect_vertical,reflect_horizontal
73e04752,8403a5d5.json,reflect_horizontal,reflect_horizontal
620b85d4,846bdb03.json,reflect_vertical,reflect_horizontal
ea9b9c5f,855e0971.json,reflect_vertical,reflect_vertical
f5427562,85c4e7cd.json,reflect_vertical,reflect_horizontal
0ed809b7,868de0fa.json,reflect_vertical,reflect_horizontal
12183ad6,8731374e.json,reflect_horizontal,reflect_horizontal
7f2fec32,88a10436.json,reflect_vertical,reflect_horizontal
30654559,88a62173.json,reflect_horizontal,reflect_horizontal
d2797118,8be77c9e.json,reflect_vertical,reflect_vertical
5ae30cdc,8d5021e8.json,reflect_horizontal,reflect_horizontal
f36fb5ec,8d510a79.json,reflect_vertical,reflect_vertical
711598fa,8e1813be.json,reflect_horizontal,reflect_vertical
6686d16a,8e5a5113.json,reflect_horizontal,reflect_vertical
3f163f06,8eb1be9a.json,reflect_vertical,reflect_vertical
e800bf0e,8efcae92.json,reflect_horizontal,reflect_vertical
d6d172f7,8f2ea7aa.json,reflect_horizontal,reflect_horizontal
6c5e4a9e,90c28cc7.json,reflect_horizontal,reflect_horizontal
b4fc421f,91413438.json,reflect_vertical,reflect_horizontal
a1604761,91714a58.json,reflect_horizontal,reflect_vertical
56d298af,9172f3a0.json,reflect_horizontal,reflect_horizontal
d5396c32,928ad970.json,reflect_horizontal,reflect_horizontal
7bef9340,941d9a10.json,reflect_vertical,reflect_vertical
a5c3aac9,94f9d214.json,reflect_vertical,reflect_vertical
33c502e7,952a094c.json,reflect_vertical,reflect_vertical
efce41c6,9565186b.json,reflect_vertical,reflect_horizontal
065108e7,95990924.json,reflect_horizontal,reflect_horizontal
3cefc7a8,963e52fc.json,reflect_horizontal,reflect_horizontal
02879404,97999447.json,reflect_horizontal,reflect_horizontal
a25d3838,98cf29f8.json,reflect_horizontal,reflect_vertical
7c388707,995c5fa3.json,reflect_vertical,reflect_horizontal
4d4e8ee1,99b1bc43.json,reflect_vertical,reflect_vertical
7eed9e2b,99fa7670.json,reflect_horizontal,reflect_vertical
a8c48179,9af7a82c.json,reflect_horizontal,reflect_horizontal
db3fc42e,9dfd6313.json,reflect_horizontal,reflect_horizontal
a9f8e247,9ecd008a.json,reflect_vertical,reflect_vertical
ccce7522,9f236235.json,reflect_horizontal,reflect_horizontal
2b6a9f90,a1570a43.json,reflect_vertical,reflect_horizontal
fdb0dfc7,a2fd1cf0.json,reflect_vertical,reflect_horizontal
43eca892,a3325580.json,reflect_vertical,reflect_vertical
f98ec812,a3df8b1e.json,reflect_horizontal,reflect_vertical
4c2c57cc,a416b8f3.json,reflect_vertical,reflect_vertical
a0aaab36,a48eeaf7.json,reflect_horizontal,reflect_horizontal
e1ee0732,a5313dff.json,reflect_horizontal,reflect_horizontal
51389ffd,a5f85a15.json,reflect_horizontal,reflect_vertical
6077f26e,a61ba2ce.json,reflect_horizontal,reflect_vertical
ba1afd54,a61f2674.json,reflect_horizontal,reflect_horizontal
b310162c,a65b410d.json,reflect_vertical,reflect_horizontal
a516753e,a68b268e.json,reflect_vertical,reflect_vertical
35f2856d,a699fb00.json,reflect_vertical,reflect_vertical
3e8aa4f8,a740d043.json,reflect_horizontal,reflect_horizontal
1777a517,a79310a0.json,reflect_horizontal,reflect_vertical
48c36203,a85d4709.json,reflect_horizontal,reflect_horizontal
6df2723f,a87f7484.json,reflect_vertical,reflect_horizontal
8624d682,a9f96cdd.json,reflect_horizontal,reflect_vertical
f8c9d426,aabf363d.json,reflect_horizontal,reflect_horizontal
7849f121,ac0a08a4.json,reflect_vertical,reflect_vertical
f4c10abe,ae3edfdc.json,reflect_vertical,reflect_vertical
be961761,ae4f1146.json,reflect_vertical,reflect_vertical
5208ebb6,aedd82e4.json,reflect_horizontal,reflect_horizontal
623c4969,af902bf9.json,reflect_horizontal,reflect_horizontal
d88be567,b0c4d837.json,reflect_horizontal,reflect_vertical
553e6fa8,b190f7f5.json,reflect_horizontal,reflect_horizontal
abd5805d,b1948b0a.json,reflect_horizontal,reflect_horizontal
a238c4ca,b230c067.json,reflect_vertical,reflect_vertical
53d69548,b27ca6d3.json,reflect_vertical,reflect_horizontal
f3c32c50,b2862040.json,reflect_horizontal,reflect_horizontal
f948970a,b60334d2.json,reflect_horizontal,reflect_vertical
eb416059,b6afb2da.json,reflect_horizontal,reflect_horizontal
d47cd54c,b7249182.json,reflect_horizontal,reflect_vertical
39084080,b8825c91.json,reflect_vertical,reflect_vertical
4a8c24bd,b8cdaf2b.json,reflect_vertical,reflect_horizontal
54e85cec,b91ae062.json,reflect_horizontal,reflect_vertical
952d518b,b94a9452.json,reflect_vertical,reflect_horizontal
c894a45f,b9b7f026.json,reflect_vertical,reflect_horizontal
8ac35d4b,ba26e723.json,reflect_horizontal,reflect_horizontal
8bc38b23,ba97ae07.json,reflect_horizontal,reflect_vertical
26073685,bb43febb.json,reflect_horizontal,reflect_horizontal
c4611346,bbc9ae5d.json,reflect_horizontal,reflect_horizontal
aa14671d,bc1d5164.json,reflect_horizontal,reflect_vertical
94cc385c,bd4472b8.json,reflect_horizontal,reflect_horizontal
1f4376ba,bda2d7a6.json,reflect_horizontal,reflect_horizontal
49e49c08,bdad9b1f.json,reflect_vertical,reflect_horizontal
472df331,be94b721.json,reflect_horizontal,reflect_vertical
5f5dd8c1,beb8660c.json,reflect_vertical,reflect_vertical
20ed1f06,c0f76784.json,reflect_vertical,reflect_horizontal
40e4dbe8,c3e719e8.json,reflect_vertical,reflect_vertical
ca3ccfbb,c3f564a4.json,reflect_horizontal,reflect_horizontal
49fe3175,c59eb873.json,reflect_vertical,reflect_vertical
2f33ea3c,c8f0f002.json,reflect_vertical,reflect_vertical
bc47b1eb,c9e6f938.json,reflect_vertical,reflect_horizontal
4afb2405,c9f8e694.json,reflect_horizontal,reflect_vertical
e2a6ddcb,cbded52d.json,reflect_horizontal,reflect_horizontal
7d0317e0,cce03e0d.json,reflect_horizontal,reflect_vertical
0840a35f,cdecee7f.json,reflect_vertical,reflect_vertical
f24bab4c,ce22a75a.json,reflect_vertical,reflect_vertical
f5bcb59c,ce4f8723.json,reflect_horizontal,reflect_vertical
bee17da0,ce9e57f2.json,reflect_horizontal,reflect_vertical
bd64c208,cf98881b.json,reflect_vertical,reflect_vertical
64a36678,d037b0a7.json,reflect_horizontal,reflect_vertical
1dfa8184,d06dbe63.json,reflect_vertical,reflect_vertical
b2e67d47,d0f5fe59.json,reflect_horizontal,reflect_vertical
ef2dac42,d10ecb37.json,reflect_vertical,reflect_horizontal
712f2950,d13f3404.json,reflect_vertical,reflect_horizontal
d3ce7635,d23f8c26.json,reflect_horizontal,reflect_horizontal
f0c473aa,d2abd087.json,reflect_horizontal,reflect_vertical
500c99c2,d364b489.json,reflect_horizontal,reflect_vertical
85009099,d406998b.json,reflect_horizontal,reflect_horizontal
c55bdd81,d43fd935.json,reflect_horizontal,reflect_horizontal
ff32daf7,d4a91cb9.json,reflect_horizontal,reflect_horizontal
4562c968,d4f3cd78.json,reflect_horizontal,reflect_vertical
bffeb7d2,d511f180.json,reflect_horizontal,reflect_vertical
c6dd13b8,d5d6de2d.json,reflect_vertical,reflect_horizontal
b921f18f,d631b094.json,reflect_horizontal,reflect_horizontal
089cca77,d687bc17.json,reflect_horizontal,reflect_vertical
c2f4909d,d6ad076f.json,reflect_horizontal,reflect_vertical
0accd120,d89b689b.json,reflect_horizontal,reflect_vertical
01698463,d90796e8.json,reflect_horizontal,reflect_horizontal
3c8bb2cc,d9fac9be.json,reflect_horizontal,reflect_vertical
d1b7f163,dae9d2b5.json,reflect_vertical,reflect_vertical
423950e7,db3e9e38.json,reflect_vertical,reflect_vertical
ae62bb24,dbc1a6ce.json,reflect_vertical,reflect_horizontal
df8d9e65,dc0a314f.json,reflect_vertical,reflect_vertical
1759154f,dc1df850.json,reflect_horizontal,reflect_horizontal
006a28fd,dc433765.json,reflect_horizontal,reflect_vertical
28a465a2,ddf7fa4f.json,reflect_vertical,reflect_horizontal
379a97c8,de1cd16c.json,reflect_horizontal,reflect_vertical
42707d72,e179c5f4.json,reflect_horizontal,reflect_horizontal
14719dd1,e21d9049.json,reflect_horizontal,reflect_vertical
b1440cca,e26a3af2.json,reflect_horizontal,reflect_horizontal
3d85ae43,e3497940.json,reflect_vertical,reflect_horizontal
01cc6ddd,e48d4e1a.json,reflect_vertical,reflect_horizontal
7b8e6f1a,e5062a87.json,reflect_vertical,reflect_vertical
8a52d805,e6721834.json,reflect_vertical,reflect_horizontal
63a29bef,e76a88a6.json,reflect_horizontal,reflect_horizontal
0032aa67,e8593010.json,reflect_vertical,reflect_horizontal
26871f8c,e9614598.json,reflect_vertical,reflect_vertical
cbc58a16,e98196ab.json,reflect_vertical,reflect_horizontal
27004abf,e9afcf9a.json,reflect_vertical,reflect_vertical
04140079,ea32f347.json,reflect_vertical,reflect_horizontal
feeb24c3,ea786f4a.json,reflect_horizontal,reflect_horizontal
e87c9595,eb281b96.json,reflect_vertical,reflect_vertical
55d755bc,eb5a1d5d.json,reflect_horizontal,reflect_vertical
9252f60a,ecdecbb3.json,reflect_horizontal,reflect_vertical
b3d74fed,ed36ccf7.json,reflect_vertical,reflect_horizontal
69e77709,ef135b50.json,reflect_horizontal,reflect_vertical
71d290e3,f1cefba8.json,reflect_horizontal,reflect_vertical
8a525d7c,f25fbde4.json,reflect_vertical,reflect_horizontal
3cc81a10,f25ffba3.json,reflect_horizontal,reflect_vertical
ea44d147,f2829549.json,reflect_vertical,reflect_vertical
8c3d4c70,f5b8619d.json,reflect_horizontal,reflect_horizontal
e267c349,f76d97a5.json,reflect_horizontal,reflect_vertical
ee3156e6,f8b3ba0a.json,reflect_horizontal,reflect_horizontal
8329677f,f8ff0b80.json,reflect_horizontal,reflect_horizontal
6cde2a05,f9012d9b.json,reflect_horizontal,reflect_horizontal
f6e3ff7b,fafffa47.json,reflect_horizontal,reflect_vertical
836f9e4c,fcb5c309.json,reflect_vertical,reflect_vertical
754b7d3e,fcc82909.json,reflect_vertical,reflect_vertical
7c65ff97,feca6190.json,reflect_vertical,reflect_vertical
79c74953,ff28f65a.json,reflect_vertical,reflect_horizontal
